collision_date,contributing_factor,num_contributing_factor
2019-05-19,Steering Failure,1
2014-11-24,Steering Failure,2
2020-08-15,Steering Failure,1
2019-10-24,Steering Failure,2
2020-03-30,Steering Failure,1
2020-10-17,Steering Failure,1
2019-02-06,Steering Failure,2
2022-06-02,Steering Failure,1
2019-09-07,Steering Failure,1
2019-08-04,Steering Failure,1
2018-12-02,Steering Failure,5
2021-07-06,Steering Failure,1
2019-01-01,Steering Failure,3
2013-01-28,Steering Failure,1
2020-10-12,Steering Failure,2
2017-11-22,Steering Failure,2
2022-07-20,Steering Failure,2
2019-08-18,Steering Failure,1
2017-11-14,Steering Failure,1
2017-09-11,Steering Failure,1
2018-12-17,Steering Failure,3
2018-04-20,Steering Failure,1
2019-11-30,Steering Failure,1
2014-02-11,Steering Failure,1
2020-08-12,Steering Failure,2
2018-05-14,Steering Failure,2
2017-12-26,Steering Failure,1
2016-07-11,Steering Failure,2
2018-11-22,Steering Failure,1
2013-06-03,Steering Failure,2
2013-06-05,Steering Failure,2
2013-04-23,Steering Failure,1
2022-11-29,Steering Failure,1
2016-06-25,Steering Failure,2
2018-11-16,Steering Failure,1
2017-06-08,Steering Failure,2
2020-11-30,Steering Failure,2
2016-08-01,Steering Failure,4
2012-07-23,Steering Failure,1
2014-06-19,Steering Failure,2
2013-10-10,Steering Failure,1
2014-03-11,Steering Failure,1
2013-11-19,Steering Failure,1
2015-06-03,Steering Failure,2
2016-10-27,Steering Failure,1
2015-05-19,Steering Failure,3
2015-11-30,Steering Failure,1
2016-01-02,Steering Failure,2
2015-10-16,Steering Failure,1
2016-11-30,Steering Failure,1
2013-08-07,Steering Failure,1
2019-04-20,Steering Failure,1
2016-03-04,Steering Failure,1
2015-12-16,Steering Failure,1
2020-10-09,Steering Failure,4
2012-10-27,Steering Failure,1
2014-11-17,Steering Failure,2
2022-04-08,Steering Failure,2
2012-10-16,Steering Failure,1
2016-11-06,Steering Failure,1
2015-09-11,Steering Failure,1
2014-02-27,Steering Failure,1
2019-11-21,Steering Failure,1
2016-06-13,Steering Failure,1
2019-05-03,Steering Failure,1
2017-08-01,Steering Failure,1
2012-07-04,Steering Failure,1
2015-01-21,Steering Failure,1
2022-09-18,Steering Failure,2
2021-03-27,Steering Failure,1
2015-07-16,Steering Failure,1
2013-08-01,Steering Failure,2
2021-04-05,Steering Failure,2
2019-04-24,Steering Failure,1
2016-06-02,Steering Failure,2
2020-11-04,Steering Failure,2
2019-04-15,Steering Failure,2
2018-03-20,Steering Failure,1
2022-09-11,Steering Failure,1
2014-10-01,Steering Failure,1
2019-09-05,Steering Failure,1
2018-01-18,Steering Failure,2
2015-05-03,Steering Failure,1
2018-08-19,Steering Failure,1
2019-10-23,Steering Failure,1
2012-07-22,Steering Failure,3
2012-10-11,Steering Failure,2
2020-07-13,Steering Failure,1
2019-12-04,Steering Failure,2
2019-03-27,Steering Failure,1
2021-10-09,Steering Failure,1
2020-01-18,Steering Failure,3
2015-06-13,Steering Failure,2
2015-01-13,Steering Failure,2
2017-11-11,Steering Failure,1
2015-01-16,Steering Failure,1
2017-01-18,Steering Failure,1
2017-02-14,Steering Failure,3
2021-05-09,Steering Failure,2
2021-12-13,Steering Failure,1
2016-01-21,Steering Failure,1
2013-09-27,Steering Failure,1
2016-08-21,Steering Failure,1
2012-08-27,Steering Failure,1
2018-09-19,Steering Failure,1
2019-05-29,Steering Failure,1
2021-09-21,Steering Failure,1
2021-11-01,Steering Failure,1
2017-07-12,Steering Failure,1
2022-10-01,Steering Failure,2
2015-04-19,Steering Failure,2
2013-09-20,Steering Failure,1
2019-06-12,Steering Failure,1
2020-08-05,Steering Failure,1
2017-03-04,Steering Failure,2
2022-08-16,Steering Failure,1
2021-10-06,Steering Failure,1
2021-09-07,Steering Failure,1
2022-10-28,Steering Failure,1
2022-09-02,Steering Failure,1
2014-12-22,Steering Failure,1
2019-07-15,Steering Failure,1
2019-03-01,Steering Failure,2
2021-02-23,Steering Failure,2
2016-12-30,Steering Failure,1
2019-02-03,Steering Failure,1
2022-05-31,Steering Failure,1
2021-02-28,Steering Failure,1
2013-09-24,Steering Failure,1
2017-08-28,Steering Failure,1
2017-02-22,Steering Failure,1
2016-05-06,Steering Failure,1
2020-07-17,Steering Failure,2
2020-08-23,Steering Failure,1
2020-01-25,Steering Failure,2
2017-04-08,Steering Failure,4
2022-05-06,Steering Failure,3
2017-06-06,Steering Failure,1
2013-10-31,Steering Failure,1
2015-10-04,Steering Failure,1
2014-07-05,Steering Failure,1
2013-03-03,Steering Failure,2
2013-11-26,Steering Failure,2
2015-06-08,Steering Failure,1
2015-07-14,Steering Failure,1
2015-04-14,Steering Failure,1
2019-10-17,Steering Failure,1
2019-03-21,Steering Failure,1
2012-08-23,Steering Failure,1
2015-07-20,Steering Failure,1
2017-08-03,Steering Failure,1
2020-09-13,Steering Failure,1
2016-05-13,Steering Failure,1
2021-10-23,Steering Failure,1
2014-10-04,Steering Failure,1
2016-08-31,Steering Failure,1
2020-04-16,Steering Failure,2
2022-04-07,Steering Failure,3
2020-10-28,Steering Failure,1
2019-04-13,Steering Failure,1
2021-04-10,Steering Failure,2
2019-11-16,Steering Failure,1
2017-12-23,Steering Failure,1
2014-10-07,Steering Failure,1
2015-07-28,Steering Failure,1
2019-09-18,Steering Failure,1
2013-04-28,Steering Failure,1
2019-08-03,Steering Failure,1
2017-10-30,Steering Failure,3
2022-04-30,Steering Failure,2
2017-02-26,Steering Failure,1
2020-06-05,Steering Failure,1
2015-10-07,Steering Failure,2
2016-04-30,Steering Failure,2
2017-05-11,Steering Failure,1
2017-10-26,Steering Failure,1
2020-03-01,Steering Failure,2
2015-03-03,Steering Failure,1
2020-06-09,Steering Failure,1
2019-01-22,Steering Failure,2
2019-09-15,Steering Failure,3
2012-09-13,Steering Failure,2
2021-09-10,Steering Failure,1
2020-05-29,Steering Failure,1
2016-07-05,Steering Failure,2
2021-01-23,Steering Failure,3
2021-07-31,Steering Failure,1
2015-09-07,Steering Failure,1
2014-02-10,Steering Failure,1
2020-08-01,Steering Failure,1
2015-12-11,Steering Failure,2
2018-01-14,Steering Failure,2
2016-04-23,Steering Failure,1
2016-03-27,Steering Failure,5
2015-10-28,Steering Failure,1
2016-06-06,Steering Failure,1
2017-11-20,Steering Failure,3
2015-12-19,Steering Failure,1
2012-07-14,Steering Failure,2
2015-02-10,Steering Failure,1
2016-04-08,Steering Failure,2
2021-05-25,Steering Failure,2
2017-04-26,Steering Failure,1
2019-08-19,Steering Failure,1
2018-12-03,Steering Failure,2
2019-12-17,Steering Failure,1
2015-09-25,Steering Failure,2
2022-05-25,Steering Failure,1
2018-06-15,Steering Failure,1
2012-11-15,Steering Failure,1
2019-08-23,Steering Failure,2
2013-09-23,Steering Failure,1
2015-02-20,Steering Failure,2
2013-06-12,Steering Failure,2
2021-07-14,Steering Failure,3
2022-03-12,Steering Failure,1
2019-08-30,Steering Failure,2
2019-03-13,Steering Failure,1
2018-05-13,Steering Failure,1
2017-03-24,Steering Failure,1
2021-12-14,Steering Failure,2
2018-07-23,Steering Failure,1
2013-12-23,Steering Failure,1
2016-03-10,Steering Failure,1
2018-02-13,Steering Failure,3
2015-03-12,Steering Failure,1
2016-09-15,Steering Failure,1
2018-01-20,Steering Failure,1
2016-10-07,Steering Failure,1
2013-11-24,Steering Failure,1
2015-03-13,Steering Failure,1
2018-09-14,Steering Failure,1
2020-03-15,Steering Failure,1
2012-09-01,Steering Failure,2
2015-11-23,Steering Failure,2
2020-09-04,Steering Failure,3
2020-01-23,Steering Failure,1
2018-10-22,Steering Failure,1
2020-07-31,Steering Failure,1
2017-05-22,Steering Failure,1
2013-04-10,Steering Failure,1
2012-11-27,Steering Failure,1
2018-07-21,Steering Failure,1
2018-07-07,Steering Failure,1
2020-04-30,Steering Failure,1
2021-09-05,Steering Failure,1
2021-11-06,Steering Failure,1
2013-05-25,Steering Failure,1
2016-06-18,Steering Failure,1
2017-08-22,Steering Failure,1
2016-02-19,Steering Failure,1
2020-06-03,Steering Failure,1
2022-05-18,Steering Failure,1
2013-01-11,Steering Failure,1
2016-10-02,Steering Failure,1
2016-05-10,Steering Failure,1
2018-08-24,Steering Failure,3
2017-11-07,Steering Failure,1
2020-01-02,Steering Failure,1
2020-12-01,Steering Failure,1
2016-04-26,Steering Failure,1
2018-08-18,Steering Failure,1
2017-01-02,Steering Failure,1
2022-01-31,Steering Failure,1
2022-02-12,Steering Failure,1
2015-09-29,Steering Failure,2
2016-09-19,Steering Failure,1
2017-06-29,Steering Failure,1
2021-01-25,Steering Failure,1
2019-07-01,Steering Failure,1
2017-06-23,Steering Failure,2
2015-08-04,Steering Failure,2
2021-01-31,Steering Failure,1
2021-08-15,Steering Failure,1
2017-09-16,Steering Failure,1
2021-05-07,Steering Failure,1
2018-07-08,Steering Failure,1
2017-02-04,Steering Failure,1
2018-10-10,Steering Failure,1
2019-05-09,Steering Failure,1
2020-09-09,Steering Failure,1
2022-02-02,Steering Failure,1
2018-09-23,Steering Failure,2
2020-08-29,Steering Failure,1
2015-01-08,Steering Failure,1
2014-11-23,Steering Failure,1
2020-09-21,Steering Failure,1
2022-02-03,Steering Failure,1
2016-01-25,Steering Failure,2
2016-04-14,Steering Failure,2
2013-10-25,Steering Failure,1
2014-12-14,Steering Failure,1
2013-11-30,Steering Failure,1
2013-10-15,Steering Failure,1
2013-11-03,Steering Failure,1
2016-01-30,Steering Failure,2
2021-07-24,Steering Failure,1
2017-11-19,Steering Failure,1
2013-07-21,Steering Failure,1
2015-05-20,Steering Failure,1
2014-12-16,Steering Failure,1
2020-03-20,Steering Failure,1
2015-09-24,Steering Failure,1
2014-05-13,Steering Failure,1
2013-04-24,Steering Failure,2
2017-11-05,Steering Failure,2
2019-05-28,Steering Failure,1
2014-05-05,Steering Failure,1
2019-08-27,Steering Failure,1
2022-05-02,Steering Failure,1
2015-11-04,Steering Failure,2
2013-12-20,Steering Failure,1
2017-11-08,Steering Failure,1
2015-12-26,Steering Failure,1
2015-09-16,Steering Failure,2
2013-07-11,Steering Failure,1
2012-10-17,Steering Failure,1
2017-07-03,Steering Failure,1
2012-07-02,Steering Failure,1
2013-04-08,Steering Failure,1
2021-09-28,Steering Failure,1
2016-04-16,Steering Failure,2
2022-10-08,Steering Failure,1
2013-07-31,Steering Failure,1
2019-10-25,Steering Failure,1
2012-12-22,Steering Failure,1
2022-09-17,Steering Failure,1
2019-03-23,Steering Failure,1
2013-10-29,Steering Failure,1
2019-03-06,Steering Failure,1
2014-07-28,Steering Failure,1
2019-04-14,Steering Failure,2
2020-08-28,Steering Failure,2
2021-11-04,Steering Failure,1
2021-08-17,Steering Failure,1
2016-10-20,Steering Failure,1
2016-11-24,Steering Failure,1
2021-05-28,Steering Failure,1
2022-03-21,Steering Failure,1
2022-01-09,Steering Failure,1
2019-12-05,Steering Failure,2
2019-10-15,Steering Failure,1
2019-11-20,Steering Failure,2
2018-12-26,Steering Failure,1
2017-07-17,Steering Failure,2
2022-05-26,Steering Failure,1
2017-06-20,Steering Failure,1
2016-08-17,Steering Failure,2
2016-10-14,Steering Failure,1
2018-11-03,Steering Failure,1
2022-03-09,Steering Failure,1
2017-03-28,Steering Failure,1
2019-03-31,Steering Failure,1
2022-08-05,Steering Failure,2
2022-01-12,Steering Failure,1
2018-02-20,Steering Failure,1
2017-02-12,Steering Failure,1
2020-10-22,Steering Failure,2
2022-01-20,Steering Failure,1
2017-04-16,Steering Failure,1
2020-03-11,Steering Failure,1
2016-10-21,Steering Failure,1
2020-01-05,Steering Failure,1
2016-04-12,Steering Failure,1
2017-04-06,Steering Failure,1
2018-08-10,Steering Failure,1
2022-09-14,Steering Failure,1
2019-05-16,Steering Failure,1
2019-11-03,Steering Failure,1
2019-01-12,Steering Failure,1
2021-07-10,Steering Failure,1
2022-04-13,Steering Failure,1
2021-06-02,Steering Failure,1
2018-06-09,Steering Failure,1
2022-01-10,Steering Failure,1
2017-11-06,Steering Failure,2
2016-06-30,Steering Failure,1
2022-08-20,Steering Failure,1
2018-07-22,Steering Failure,2
2016-10-01,Steering Failure,2
2019-01-13,Steering Failure,3
2017-04-12,Steering Failure,1
2022-06-05,Steering Failure,2
2016-03-17,Steering Failure,1
2017-11-10,Steering Failure,1
2017-12-03,Steering Failure,1
2019-09-25,Steering Failure,2
2019-04-19,Steering Failure,1
2017-12-29,Steering Failure,1
2021-01-21,Steering Failure,1
2020-10-02,Steering Failure,1
2022-03-02,Steering Failure,1
2020-01-22,Steering Failure,2
2018-05-03,Steering Failure,3
2017-05-29,Steering Failure,1
2018-05-07,Steering Failure,1
2020-03-08,Steering Failure,1
2021-06-28,Steering Failure,1
2020-02-15,Steering Failure,2
2020-11-22,Steering Failure,1
2022-06-24,Steering Failure,1
2018-04-28,Steering Failure,1
2017-03-01,Steering Failure,1
2020-08-10,Steering Failure,1
2019-03-30,Steering Failure,2
2021-11-26,Steering Failure,1
2020-11-21,Steering Failure,1
2016-08-22,Steering Failure,1
2021-08-03,Steering Failure,1
2022-10-16,Steering Failure,1
2017-09-17,Steering Failure,1
2019-02-19,Steering Failure,2
2017-01-15,Steering Failure,1
2016-06-05,Steering Failure,1
2022-01-03,Steering Failure,1
2016-06-27,Steering Failure,1
2020-02-24,Steering Failure,1
2019-02-12,Steering Failure,1
2018-07-27,Steering Failure,1
2020-03-16,Steering Failure,1
2019-08-17,Steering Failure,2
2020-03-23,Steering Failure,1
2018-12-12,Steering Failure,2
2021-03-13,Steering Failure,1
2014-11-25,Steering Failure,1
2015-04-09,Steering Failure,2
2013-09-13,Steering Failure,1
2015-05-27,Steering Failure,2
2021-10-25,Steering Failure,1
2014-03-02,Steering Failure,2
2015-10-10,Steering Failure,1
2014-07-14,Steering Failure,1
2015-03-17,Steering Failure,1
2014-04-28,Steering Failure,2
2013-05-07,Steering Failure,1
2014-01-08,Steering Failure,1
2013-12-26,Steering Failure,1
2014-04-13,Steering Failure,2
2013-10-26,Steering Failure,1
2014-04-21,Steering Failure,1
2014-06-07,Steering Failure,1
2016-01-01,Steering Failure,1
2014-08-10,Steering Failure,2
2012-09-04,Steering Failure,1
2014-10-23,Steering Failure,1
2013-06-15,Steering Failure,1
2021-10-12,Steering Failure,1
2017-12-05,Steering Failure,1
2014-08-27,Steering Failure,3
2016-10-10,Steering Failure,1
2022-02-11,Steering Failure,1
2012-11-30,Steering Failure,1
2014-04-17,Steering Failure,1
2016-05-21,Steering Failure,5
2013-02-25,Steering Failure,1
2015-03-05,Steering Failure,2
2016-11-25,Steering Failure,2
2013-04-11,Steering Failure,1
2015-02-22,Steering Failure,1
2018-06-01,Steering Failure,1
2019-06-08,Steering Failure,2
2014-08-01,Steering Failure,1
2017-11-12,Steering Failure,1
2015-03-20,Steering Failure,2
2018-07-03,Steering Failure,1
2022-03-08,Steering Failure,1
2021-07-19,Steering Failure,1
2021-07-21,Steering Failure,1
2022-04-03,Steering Failure,2
2021-09-30,Steering Failure,1
2014-10-22,Steering Failure,2
2013-03-27,Steering Failure,1
2020-07-30,Steering Failure,1
2019-11-27,Steering Failure,1
2017-03-12,Steering Failure,2
2020-04-01,Steering Failure,1
2020-10-23,Steering Failure,1
2013-04-01,Steering Failure,2
2016-09-06,Steering Failure,1
2021-11-07,Steering Failure,1
2013-05-29,Steering Failure,1
2022-03-27,Steering Failure,1
2019-07-11,Steering Failure,1
2014-10-20,Steering Failure,1
2016-08-18,Steering Failure,1
2016-08-19,Steering Failure,1
2018-10-14,Steering Failure,2
2021-09-18,Steering Failure,2
2013-06-28,Steering Failure,1
2012-09-07,Steering Failure,1
2013-07-08,Steering Failure,1
2014-04-07,Steering Failure,2
2012-09-16,Steering Failure,1
2021-11-30,Steering Failure,1
2021-11-02,Steering Failure,1
2019-12-02,Steering Failure,1
2014-07-18,Steering Failure,1
2016-02-23,Steering Failure,1
2016-10-06,Steering Failure,1
2012-11-09,Steering Failure,1
2021-03-09,Steering Failure,1
2015-07-17,Steering Failure,1
2018-12-06,Steering Failure,1
2017-03-11,Steering Failure,1
2016-11-01,Steering Failure,2
2021-10-18,Steering Failure,1
2016-01-28,Steering Failure,1
2020-10-08,Steering Failure,1
2015-02-28,Steering Failure,3
2014-05-06,Steering Failure,1
2015-12-18,Steering Failure,1
2015-04-27,Steering Failure,1
2019-05-02,Steering Failure,1
2021-06-18,Steering Failure,1
2018-10-25,Steering Failure,1
2017-07-25,Steering Failure,2
2020-07-05,Steering Failure,2
2014-05-26,Steering Failure,1
2020-03-18,Steering Failure,1
2013-01-17,Steering Failure,1
2017-09-06,Steering Failure,1
2016-10-13,Steering Failure,2
2022-11-24,Steering Failure,2
2019-07-10,Steering Failure,1
2017-05-24,Steering Failure,1
2018-01-15,Steering Failure,1
2019-07-16,Steering Failure,1
2020-04-08,Steering Failure,1
2018-05-08,Steering Failure,1
2022-04-23,Steering Failure,1
2012-07-24,Steering Failure,2
2015-01-18,Steering Failure,2
2017-01-01,Steering Failure,1
2012-07-25,Steering Failure,1
2017-08-11,Steering Failure,1
2014-06-16,Steering Failure,1
2021-04-02,Steering Failure,1
2021-08-04,Steering Failure,1
2017-09-12,Steering Failure,2
2018-03-15,Steering Failure,1
2017-08-29,Steering Failure,1
2017-10-23,Steering Failure,1
2019-03-15,Steering Failure,1
2019-11-09,Steering Failure,2
2020-05-09,Steering Failure,2
2017-07-19,Steering Failure,1
2018-09-18,Steering Failure,1
2020-03-22,Steering Failure,1
2021-05-06,Steering Failure,1
2017-11-23,Steering Failure,2
2020-06-19,Steering Failure,1
2022-07-22,Steering Failure,1
2013-10-03,Steering Failure,1
2016-04-10,Steering Failure,2
2015-12-01,Steering Failure,2
2021-11-29,Steering Failure,1
2014-10-29,Steering Failure,1
2018-02-11,Steering Failure,1
2019-06-02,Steering Failure,1
2017-08-27,Steering Failure,1
2021-03-10,Steering Failure,1
2015-06-02,Steering Failure,1
2019-01-21,Steering Failure,1
2016-06-07,Steering Failure,2
2012-12-03,Steering Failure,1
2021-02-21,Steering Failure,1
2020-03-14,Steering Failure,1
2018-09-15,Steering Failure,1
2021-09-17,Steering Failure,1
2018-10-08,Steering Failure,1
2019-09-16,Steering Failure,1
2017-05-06,Steering Failure,1
2021-01-16,Steering Failure,1
2016-07-18,Steering Failure,1
2016-05-09,Steering Failure,1
2021-05-13,Steering Failure,3
2022-08-24,Steering Failure,1
2022-02-06,Steering Failure,3
2021-10-11,Steering Failure,1
2021-05-30,Steering Failure,1
2017-03-25,Steering Failure,3
2019-12-01,Steering Failure,1
2018-10-15,Steering Failure,1
2017-09-05,Steering Failure,1
2017-04-30,Steering Failure,1
2020-02-29,Steering Failure,1
2020-06-28,Steering Failure,1
2016-03-22,Steering Failure,1
2013-10-19,Steering Failure,1
2013-02-11,Steering Failure,1
2018-12-10,Steering Failure,1
2017-07-26,Steering Failure,1
2015-11-12,Steering Failure,1
2016-10-12,Steering Failure,3
2016-05-28,Steering Failure,1
2019-07-29,Steering Failure,1
2021-03-21,Steering Failure,1
2022-04-24,Steering Failure,2
2021-10-10,Steering Failure,1
2015-08-07,Steering Failure,1
2014-07-01,Steering Failure,1
2015-10-06,Steering Failure,1
2020-08-07,Steering Failure,1
2019-07-13,Steering Failure,1
2018-12-29,Steering Failure,1
2020-11-14,Steering Failure,2
2019-02-08,Steering Failure,2
2013-10-09,Steering Failure,1
2019-10-03,Steering Failure,2
2013-03-26,Steering Failure,1
2022-07-30,Steering Failure,1
2017-07-06,Steering Failure,4
2013-08-17,Steering Failure,1
2020-06-12,Steering Failure,1
2021-04-07,Steering Failure,2
2021-06-23,Steering Failure,1
2012-11-11,Steering Failure,2
2012-12-24,Steering Failure,1
2016-07-21,Steering Failure,1
2021-01-06,Steering Failure,1
2020-06-18,Steering Failure,1
2015-01-15,Steering Failure,1
2016-03-12,Steering Failure,2
2016-06-26,Steering Failure,1
2019-06-04,Steering Failure,1
2018-07-31,Steering Failure,3
2017-06-16,Steering Failure,1
